variable_id,class_id,semantic_folder,execution_queue,freeze_or_route_action,current_build_status,owner_approval_status,dependency_or_split_identity,unlock_condition,allowed_next_work,queue_reason,audit_rationale,dictionary_hit_count,dictionary_hit_tables
std_sofa2_first_day,class8_score_phenotype_composite_derived,scores,Q5_deferred_pending_approved_parent,defer_until_parent_or_component_approved,not_built,not_owner_approved,"approved component variables for the score, phenotype, or computable diagnosis","lock component source variables, timing window, missing-component policy, and scoring formula",engineering-only dry-run is allowed only with explicit non-approval label,"Variable requires upstream window, bridge, score, phenotype, or component evidence before approval-facing build.","Amsterdam may support score/phenotype construction, but component trace and timing rules must be governed.",0,
std_sofa2_neurologic_helper,class8_score_phenotype_composite_derived,scores,Q5_deferred_pending_approved_parent,defer_until_parent_or_component_approved,not_built,not_owner_approved,"approved component variables for the score, phenotype, or computable diagnosis","lock component source variables, timing window, missing-component policy, and scoring formula",engineering-only dry-run is allowed only with explicit non-approval label,"Variable requires upstream window, bridge, score, phenotype, or component evidence before approval-facing build.","Amsterdam may support score/phenotype construction, but component trace and timing rules must be governed.",92,listitems:92
std_sofa2_renal_helper,class8_score_phenotype_composite_derived,scores,Q5_deferred_pending_approved_parent,defer_until_parent_or_component_approved,not_built,not_owner_approved,"approved component variables for the score, phenotype, or computable diagnosis","lock component source variables, timing window, missing-component policy, and scoring formula",engineering-only dry-run is allowed only with explicit non-approval label,"Variable requires upstream window, bridge, score, phenotype, or component evidence before approval-facing build.","Amsterdam may support score/phenotype construction, but component trace and timing rules must be governed.",16,drugitems:6;listitems:5;numericitems:5
std_sofa_first_day,class8_score_phenotype_composite_derived,scores,Q5_deferred_pending_approved_parent,defer_until_parent_or_component_approved,not_built,not_owner_approved,"approved component variables for the score, phenotype, or computable diagnosis","lock component source variables, timing window, missing-component policy, and scoring formula",engineering-only dry-run is allowed only with explicit non-approval label,"Variable requires upstream window, bridge, score, phenotype, or component evidence before approval-facing build.","Amsterdam may support score/phenotype construction, but component trace and timing rules must be governed.",2,procedureorderitems:2
std_suspected_infection_event,class8_score_phenotype_composite_derived,diagnosis_computable,Q5_deferred_pending_approved_parent,defer_until_parent_or_component_approved,not_built,not_owner_approved,"approved component variables for the score, phenotype, or computable diagnosis","lock component source variables, timing window, missing-component policy, and scoring formula",engineering-only dry-run is allowed only with explicit non-approval label,"Variable requires upstream window, bridge, score, phenotype, or component evidence before approval-facing build.","Amsterdam may support score/phenotype construction, but component trace and timing rules must be governed.",8,drugitems:3;numericitems:5
std_bmi_admission_baseline,class2_baseline_summary_window_numeric,anthropometrics,Q6_split_identity_or_proxy_needed,split_identity_or_proxy_required,not_built,not_owner_approved,define std_bmi_admission_baseline_grouped_proxy after grouped height/weight parents are locked,Admission BMI would inherit grouped/proxy parent uncertainty.,do not build under the current same-name variable id; create or reuse split/proxy identity,Audit says Amsterdam source semantics do not match the current same-name identity.,Prior Amsterdam review showed the same-name route would mix hospital-level or exact-measurement semantics; split/proxy identity is needed.,0,
std_bmi_icu_baseline,class2_baseline_summary_window_numeric,anthropometrics,Q6_split_identity_or_proxy_needed,split_identity_or_proxy_required,not_built,not_owner_approved,define std_bmi_icu_baseline_grouped_proxy after grouped height/weight parents are locked,BMI would inherit grouped/proxy parent uncertainty.,do not build under the current same-name variable id; create or reuse split/proxy identity,Audit says Amsterdam source semantics do not match the current same-name identity.,Prior Amsterdam review showed the same-name route would mix hospital-level or exact-measurement semantics; split/proxy identity is needed.,0,
std_days_to_next_hospital_admission,class2_baseline_summary_window_numeric,outcomes,Q6_split_identity_or_proxy_needed,split_identity_or_proxy_required,not_built,not_owner_approved,reuse std_days_to_next_icu_mcu_admission for local ICU/MCU readmission,"Amsterdam current source surface supports ICU/MCU local admissions, not full hospital readmission.",do not build under the current same-name variable id; create or reuse split/proxy identity,Audit says Amsterdam source semantics do not match the current same-name identity.,Prior Amsterdam review showed the same-name route would mix hospital-level or exact-measurement semantics; split/proxy identity is needed.,0,
std_hospital_los_days,class2_baseline_summary_window_numeric,outcomes,Q6_split_identity_or_proxy_needed,split_identity_or_proxy_required,not_built,not_owner_approved,define std_icu_mcu_los_days or local_admission_los_days identity,Amsterdam opening source is ICU/MCU centered and lacks MIMIC-like hospital admission grain.,do not build under the current same-name variable id; create or reuse split/proxy identity,Audit says Amsterdam source semantics do not match the current same-name identity.,Prior Amsterdam review showed the same-name route would mix hospital-level or exact-measurement semantics; split/proxy identity is needed.,0,
std_hospital_mortality,class2_baseline_summary_window_numeric,outcomes,Q6_split_identity_or_proxy_needed,split_identity_or_proxy_required,not_built,not_owner_approved,define local_admission_or_icu_mcu_mortality identity,Hospital-level mortality should not be inferred without a hospital admission bridge.,do not build under the current same-name variable id; create or reuse split/proxy identity,Audit says Amsterdam source semantics do not match the current same-name identity.,Amsterdam can support ICU/local-admission outcome variants only after a separate follow-up or mortality bridge.,0,
std_hospital_readmission_30d,class2_baseline_summary_window_numeric,outcomes,Q6_split_identity_or_proxy_needed,split_identity_or_proxy_required,not_built,not_owner_approved,define local_icu_mcu_readmission_30d identity,The safe source anchor is local ICU/MCU readmission rather than full hospital readmission.,do not build under the current same-name variable id; create or reuse split/proxy identity,Audit says Amsterdam source semantics do not match the current same-name identity.,Amsterdam can support ICU/local-admission outcome variants only after a separate follow-up or mortality bridge.,0,
std_weight_admission_baseline,class2_baseline_summary_window_numeric,anthropometrics,Q6_split_identity_or_proxy_needed,split_identity_or_proxy_required,not_built,not_owner_approved,define std_weight_admission_baseline_grouped_proxy,Amsterdam admission weight evidence is grouped/proxy rather than exact same-name baseline.,do not build under the current same-name variable id; create or reuse split/proxy identity,Audit says Amsterdam source semantics do not match the current same-name identity.,Prior Amsterdam review showed the same-name route would mix hospital-level or exact-measurement semantics; split/proxy identity is needed.,2,numericitems:2
std_weight_icu_baseline,class2_baseline_summary_window_numeric,anthropometrics,Q6_split_identity_or_proxy_needed,split_identity_or_proxy_required,not_built,not_owner_approved,reuse or extend std_weight_icu_baseline_grouped_proxy,Amsterdam grouped/proxy ICU weight should not be forced into exact baseline weight.,do not build under the current same-name variable id; create or reuse split/proxy identity,Audit says Amsterdam source semantics do not match the current same-name identity.,Prior Amsterdam review showed the same-name route would mix hospital-level or exact-measurement semantics; split/proxy identity is needed.,2,numericitems:2
std_hospital_admission_28d_mortality,class5_episode_interval_bridge,outcomes,Q6_split_identity_or_proxy_needed,split_identity_or_proxy_required,not_built,not_owner_approved,define local_admission_followup_mortality variant,"Amsterdam can support local admission mortality after a follow-up bridge, not same-name hospital admission mortality.",do not build under the current same-name variable id; create or reuse split/proxy identity,Audit says Amsterdam source semantics do not match the current same-name identity.,Amsterdam can support ICU/local-admission outcome variants only after a separate follow-up or mortality bridge.,0,
std_hospital_admission_30d_mortality,class5_episode_interval_bridge,outcomes,Q6_split_identity_or_proxy_needed,split_identity_or_proxy_required,not_built,not_owner_approved,define local_admission_followup_mortality variant,"Amsterdam can support local admission mortality after a follow-up bridge, not same-name hospital admission mortality.",do not build under the current same-name variable id; create or reuse split/proxy identity,Audit says Amsterdam source semantics do not match the current same-name identity.,Amsterdam can support ICU/local-admission outcome variants only after a separate follow-up or mortality bridge.,0,
std_hospital_admission_365d_mortality,class5_episode_interval_bridge,outcomes,Q6_split_identity_or_proxy_needed,split_identity_or_proxy_required,not_built,not_owner_approved,define local_admission_followup_mortality variant,"Amsterdam can support local admission mortality after a follow-up bridge, not same-name hospital admission mortality.",do not build under the current same-name variable id; create or reuse split/proxy identity,Audit says Amsterdam source semantics do not match the current same-name identity.,Amsterdam can support ICU/local-admission outcome variants only after a separate follow-up or mortality bridge.,0,
std_hospital_admission_90d_mortality,class5_episode_interval_bridge,outcomes,Q6_split_identity_or_proxy_needed,split_identity_or_proxy_required,not_built,not_owner_approved,define local_admission_followup_mortality variant,"Amsterdam can support local admission mortality after a follow-up bridge, not same-name hospital admission mortality.",do not build under the current same-name variable id; create or reuse split/proxy identity,Audit says Amsterdam source semantics do not match the current same-name identity.,Amsterdam can support ICU/local-admission outcome variants only after a separate follow-up or mortality bridge.,0,
std_age,class7_diagnosis_admin_demographic_id_map,demographics,Q6_split_identity_or_proxy_needed,split_identity_or_proxy_required,not_built,not_owner_approved,define std_age_grouped_proxy or Amsterdam age-group identity,Amsterdam exposes agegroup rather than exact age; same-name std_age would overclaim precision.,do not build under the current same-name variable id; create or reuse split/proxy identity,Audit says Amsterdam source semantics do not match the current same-name identity.,"Amsterdam exposes agegroup, not exact MIMIC-like age; grouped-age identity is needed for exactness.",0,
std_id_map_subject_hadm,class7_diagnosis_admin_demographic_id_map,id_mapping,Q6_split_identity_or_proxy_needed,split_identity_or_proxy_required,not_built,not_owner_approved,define std_id_map_subject_local_admission,Amsterdam admissionid is ICU/MCU local-admission/stay-like and is not a separate hospital admission id.,do not build under the current same-name variable id; create or reuse split/proxy identity,Audit says Amsterdam source semantics do not match the current same-name identity.,Prior Amsterdam review showed the same-name route would mix hospital-level or exact-measurement semantics; split/proxy identity is needed.,0,
std_id_map_subject_hadm_stay,class7_diagnosis_admin_demographic_id_map,id_mapping,Q6_split_identity_or_proxy_needed,split_identity_or_proxy_required,not_built,not_owner_approved,define std_id_map_subject_local_admission_stay or subject_stay map,Amsterdam does not expose the MIMIC subject-hadm-stay three-level key structure.,do not build under the current same-name variable id; create or reuse split/proxy identity,Audit says Amsterdam source semantics do not match the current same-name identity.,Prior Amsterdam review showed the same-name route would mix hospital-level or exact-measurement semantics; split/proxy identity is needed.,0,
std_aado2,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_alp,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_alt,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_ast,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_atypical_lymphocyte_pct,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_atypical_lymphocytes_pct_ascites,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_atypical_lymphocytes_pct_csf,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_atypical_lymphocytes_pct_joint_fluid,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_atypical_lymphocytes_pct_other_body_fluid,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_atypical_lymphocytes_pct_pleural,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_base_excess_bg,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_basophil_abs,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_basophil_pct,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_basophil_pct_ascites,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_basophil_pct_csf,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_basophil_pct_joint_fluid,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_basophil_pct_other_body_fluid,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_basophil_pct_pleural,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_carboxyhemoglobin_bg,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_cd3_abs,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_cd3_pct,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_cd4_abs,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_cd4_pct,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_cd8_abs,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_cd8_pct,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_cea,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_ck_cpk,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_ck_mb,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_crp,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_crp_hs,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_eag,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_eosinophil_abs,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_eosinophil_pct,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_eosinophil_pct_ascites,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_eosinophil_pct_csf,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_eosinophil_pct_joint_fluid,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_eosinophil_pct_other_body_fluid,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_eosinophil_pct_pleural,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_esr,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_fibrinogen,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_folate,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_free_t4,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_ggt,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_ig_abs,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_iga,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_igg,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_igm,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_ldh,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
