variable_id,semantic_folder,value_type,grain,class_id,amsterdam_status_bucket,amsterdam_phase,amsterdam_already_public_covered,dictionary_hit_count,dictionary_hit_tables,priority_tier,rationale
std_factor_v_activity,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,19,drugitems:3;freetextitems:2;numericitems:14,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_factor_vii_activity,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,19,drugitems:3;freetextitems:2;numericitems:14,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_factor_viii_activity,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,19,drugitems:3;freetextitems:2;numericitems:14,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_factor_viii_inhibitor_titer,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,20,drugitems:3;freetextitems:4;numericitems:13,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_factor_x_activity,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,19,drugitems:3;freetextitems:2;numericitems:14,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_factor_xi_activity,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,19,drugitems:3;freetextitems:2;numericitems:14,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_factor_xii_activity,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,19,drugitems:3;freetextitems:2;numericitems:14,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_ferritin,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,2,numericitems:2,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_fibrinogen,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_fio2_bg_chartevents_support,device_support,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,blood_gas_item_family_needs_review,False,8,numericitems:8,9_not_in_ready_batch,"Blood-gas source evidence exists, but the all-specimen/arterial/source-family rule must be locked."
std_fio2_bg_input,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,blood_gas_item_family_needs_review,False,7,numericitems:7,9_not_in_ready_batch,"Blood-gas source evidence exists, but the all-specimen/arterial/source-family rule must be locked."
std_first_day_crrt_family_official_window_episode_clip,treatment_state,window_clip,icu_stay_window_episode,class5_episode_interval_bridge,bounded_candidate_only,interval_or_followup_bridge_needed,False,38,listitems:9;numericitems:29,9_not_in_ready_batch,"Amsterdam has ICU/MCU interval evidence, but parent-link or follow-up bridge rules must be proven."
std_first_day_crrt_family_official_window_summary,treatment_state,window_summary,ICU stay,class2_baseline_summary_window_numeric,bounded_candidate_only,icu_window_or_summary_candidate,False,38,listitems:9;numericitems:29,9_not_in_ready_batch,"Amsterdam ICU/MCU timing can support a bounded candidate, but the source window and denominator must be governed."
std_first_day_crrt_family_post_icu_24h_episode_clip,treatment_state,window_clip,icu_stay_window_episode,class5_episode_interval_bridge,bounded_candidate_only,interval_or_followup_bridge_needed,False,359,listitems:329;numericitems:30,9_not_in_ready_batch,"Amsterdam has ICU/MCU interval evidence, but parent-link or follow-up bridge rules must be proven."
std_first_day_crrt_family_post_icu_24h_summary,treatment_state,window_summary,ICU stay,class2_baseline_summary_window_numeric,bounded_candidate_only,icu_window_or_summary_candidate,False,359,listitems:329;numericitems:30,9_not_in_ready_batch,"Amsterdam ICU/MCU timing can support a bounded candidate, but the source window and denominator must be governed."
std_first_day_intake_output_balance_summary,intake_output_balance,mixed_numeric_and_metadata,stay_summary,class4_treatment_device_io_event_stream,bounded_candidate_only,event_stream_source_review_needed,False,23,drugitems:1;numericitems:20;procedureorderitems:2,9_not_in_ready_batch,"Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review."
std_first_day_rrt_official_window_episode_clip,treatment_state,window_clip,icu_stay_window_episode,class5_episode_interval_bridge,bounded_candidate_only,interval_or_followup_bridge_needed,False,0,,9_not_in_ready_batch,"Amsterdam has ICU/MCU interval evidence, but parent-link or follow-up bridge rules must be proven."
std_first_day_rrt_official_window_summary,treatment_state,window_summary,ICU stay,class2_baseline_summary_window_numeric,bounded_candidate_only,icu_window_or_summary_candidate,False,0,,9_not_in_ready_batch,"Amsterdam ICU/MCU timing can support a bounded candidate, but the source window and denominator must be governed."
std_first_day_rrt_post_icu_24h_episode_clip,treatment_state,window_clip,icu_stay_window_episode,class5_episode_interval_bridge,bounded_candidate_only,interval_or_followup_bridge_needed,False,326,listitems:320;numericitems:6,9_not_in_ready_batch,"Amsterdam has ICU/MCU interval evidence, but parent-link or follow-up bridge rules must be proven."
std_first_day_rrt_post_icu_24h_summary,treatment_state,window_summary,ICU stay,class2_baseline_summary_window_numeric,bounded_candidate_only,icu_window_or_summary_candidate,False,324,listitems:320;numericitems:4,9_not_in_ready_batch,"Amsterdam ICU/MCU timing can support a bounded candidate, but the source window and denominator must be governed."
std_first_day_urine_output_summary,supportive_therapy,numeric_with_metadata,stay_summary,class2_baseline_summary_window_numeric,same_name_ready,already_public_covered,True,199,drugitems:4;freetextitems:58;numericitems:123;procedureorderitems:12;processitems:2,0_already_covered,Already public-covered for Amsterdam under current governed evidence.
std_folate,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_free_t4,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_gcs,scores,numeric score,event-level measurement,class8_score_phenotype_composite_derived,bounded_candidate_only,score_or_phenotype_component_review_needed,False,0,,9_not_in_ready_batch,"Amsterdam may support score/phenotype construction, but component trace and timing rules must be governed."
std_ggt,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_globulin,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,10,drugitems:4;numericitems:6,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_glucose,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,same_name_ready,already_public_covered,True,20,drugitems:8;numericitems:11;procedureorderitems:1,0_already_covered,Already public-covered for Amsterdam under current governed evidence.
std_glucose_ascites,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,20,drugitems:8;numericitems:11;procedureorderitems:1,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_glucose_bg,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,blood_gas_item_family_needs_review,False,20,drugitems:8;numericitems:11;procedureorderitems:1,9_not_in_ready_batch,"Blood-gas source evidence exists, but the all-specimen/arterial/source-family rule must be locked."
std_glucose_csf,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,20,drugitems:8;numericitems:11;procedureorderitems:1,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_glucose_joint_fluid,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,20,drugitems:8;numericitems:11;procedureorderitems:1,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_glucose_other_body_fluid,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,20,drugitems:8;numericitems:11;procedureorderitems:1,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_glucose_pleural,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,20,drugitems:8;numericitems:11;procedureorderitems:1,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_glucose_urinalysis_result,laboratory,categorical text,event-level measurement,class6_ordinal_text_semiquantitative_result,bounded_candidate_only,ordinal_source_hit_needs_domain_review,False,22,drugitems:8;listitems:2;numericitems:11;procedureorderitems:1,9_not_in_ready_batch,"Amsterdam list/freetext/numeric evidence exists, but the result domain must be locked before approval."
std_granular_casts_urine_sediment_result,laboratory,categorical text,event-level measurement,class6_ordinal_text_semiquantitative_result,bounded_candidate_only,ordinal_source_hit_needs_domain_review,False,188,drugitems:3;freetextitems:59;numericitems:114;procedureorderitems:10;processitems:2,9_not_in_ready_batch,"Amsterdam list/freetext/numeric evidence exists, but the result domain must be locked before approval."
std_granulocyte_abs,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,1,freetextitems:1,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_haptoglobin,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,1,numericitems:1,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_hba1c,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,2,numericitems:2,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_hdl_cholesterol,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,2,numericitems:2,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_heart_rate,vital_signs,numeric measurement,event-level measurement,class1_event_level_numeric,same_name_ready,already_public_covered,True,68,drugitems:6;listitems:32;numericitems:30,0_already_covered,Already public-covered for Amsterdam under current governed evidence.
std_height,anthropometrics,numeric measurement,patient,class1_event_level_numeric,same_name_ready,already_public_covered,True,0,,0_already_covered,Already public-covered for Amsterdam under current governed evidence.
std_height_event,anthropometrics,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,8,drugitems:3;numericitems:5,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_hematocrit,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,same_name_ready,already_public_covered,True,6,numericitems:6,0_already_covered,Already public-covered for Amsterdam under current governed evidence.
std_hematocrit_ascites,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,3,numericitems:3,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_hematocrit_bg,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,blood_gas_item_family_needs_review,False,3,numericitems:3,9_not_in_ready_batch,"Blood-gas source evidence exists, but the all-specimen/arterial/source-family rule must be locked."
std_hematocrit_csf,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,3,numericitems:3,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_hematocrit_joint_fluid,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,3,numericitems:3,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_hematocrit_other_body_fluid,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,3,numericitems:3,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_hematocrit_pleural,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,3,numericitems:3,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_hemoglobin,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,same_name_ready,already_public_covered,True,4,numericitems:4,0_already_covered,Already public-covered for Amsterdam under current governed evidence.
std_hemoglobin_a2_pct,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,4,numericitems:4,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_hemoglobin_bg,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,blood_gas_item_family_needs_review,False,4,numericitems:4,9_not_in_ready_batch,"Blood-gas source evidence exists, but the all-specimen/arterial/source-family rule must be locked."
std_hemoglobin_c_pct,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,4,numericitems:4,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_hemoglobin_f_pct,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,4,numericitems:4,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_heparin_assay,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,7,drugitems:5;freetextitems:1;numericitems:1,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_high_flow_nasal_cannula_active,treatment_state,state_episode,icu_stay_episode,class3_binary_state_episode,bounded_candidate_only,known_bounded_candidate_from_prior_review,False,23,drugitems:3;numericitems:20,9_not_in_ready_batch,"Amsterdam source evidence exists, but current item/state semantics are not narrow enough for same-name approval."
std_hospital_admission_28d_mortality,outcomes,binary outcome,encounter,class5_episode_interval_bridge,split_identity_needed,hospital_vs_icu_followup_boundary,False,0,,9_not_in_ready_batch,Amsterdam can support ICU/local-admission outcome variants only after a separate follow-up or mortality bridge.
std_hospital_admission_30d_mortality,outcomes,binary outcome,encounter,class5_episode_interval_bridge,split_identity_needed,hospital_vs_icu_followup_boundary,False,0,,9_not_in_ready_batch,Amsterdam can support ICU/local-admission outcome variants only after a separate follow-up or mortality bridge.
std_hospital_admission_365d_mortality,outcomes,binary outcome,encounter,class5_episode_interval_bridge,split_identity_needed,hospital_vs_icu_followup_boundary,False,0,,9_not_in_ready_batch,Amsterdam can support ICU/local-admission outcome variants only after a separate follow-up or mortality bridge.
std_hospital_admission_90d_mortality,outcomes,binary outcome,encounter,class5_episode_interval_bridge,split_identity_needed,hospital_vs_icu_followup_boundary,False,0,,9_not_in_ready_batch,Amsterdam can support ICU/local-admission outcome variants only after a separate follow-up or mortality bridge.
std_hospital_current_diagnosis_icd,diagnosis_current,categorical text,event-level measurement,class7_diagnosis_admin_demographic_id_map,not_supported_or_blocked,hospital_level_surface_absent,False,4,numericitems:4,9_not_in_ready_batch,Amsterdam opening source is ICU/MCU centered and does not expose the required MIMIC-like hospital workflow surface.
std_hospital_current_drg_classification,diagnosis_current,categorical text,event-level measurement,class7_diagnosis_admin_demographic_id_map,not_supported_or_blocked,hospital_level_surface_absent,False,4,numericitems:4,9_not_in_ready_batch,Amsterdam opening source is ICU/MCU centered and does not expose the required MIMIC-like hospital workflow surface.
std_hospital_current_hcpcs_event,treatment_intervention,coded_text,event-level measurement,class7_diagnosis_admin_demographic_id_map,not_supported_or_blocked,hospital_level_surface_absent,False,12,drugitems:3;numericitems:9,9_not_in_ready_batch,Amsterdam opening source is ICU/MCU centered and does not expose the required MIMIC-like hospital workflow surface.
std_hospital_current_procedure_icd,treatment_intervention,coded_text,event-level measurement,class7_diagnosis_admin_demographic_id_map,not_supported_or_blocked,hospital_level_surface_absent,False,10,listitems:6;numericitems:4,9_not_in_ready_batch,Amsterdam opening source is ICU/MCU centered and does not expose the required MIMIC-like hospital workflow surface.
std_hospital_delirium_treatment_medication_administration_evidence,medication,treatment_evidence_event,hospital_administration_event,class4_treatment_device_io_event_stream,not_supported_or_blocked,hospital_level_surface_absent,False,1,drugitems:1,9_not_in_ready_batch,Amsterdam opening source is ICU/MCU centered and does not expose the required MIMIC-like hospital workflow surface.
std_hospital_ecmo_anticoagulant_medication_administration_detail,medication,treatment_evidence_detail,hospital_emar_detail_row,class4_treatment_device_io_event_stream,not_supported_or_blocked,hospital_level_surface_absent,False,19,drugitems:1;listitems:1;numericitems:12;procedureorderitems:2;processitems:3,9_not_in_ready_batch,Amsterdam opening source is ICU/MCU centered and does not expose the required MIMIC-like hospital workflow surface.
std_hospital_ecmo_anticoagulant_medication_administration_evidence,medication,treatment_evidence_event,hospital_emar_event_x_ecmo_episode_overlap,class4_treatment_device_io_event_stream,not_supported_or_blocked,hospital_level_surface_absent,False,19,drugitems:1;listitems:1;numericitems:12;procedureorderitems:2;processitems:3,9_not_in_ready_batch,Amsterdam opening source is ICU/MCU centered and does not expose the required MIMIC-like hospital workflow surface.
std_hospital_history_comorbidity_charlson_index,scores,numeric score,hospital admission,class8_score_phenotype_composite_derived,bounded_candidate_only,score_or_phenotype_component_review_needed,False,0,,9_not_in_ready_batch,"Amsterdam may support score/phenotype construction, but component trace and timing rules must be governed."
std_hospital_los_days,outcomes,duration measurement,encounter,class2_baseline_summary_window_numeric,split_identity_needed,known_boundary_from_prior_review,False,0,,9_not_in_ready_batch,Prior Amsterdam review showed the same-name route would mix hospital-level or exact-measurement semantics; split/proxy identity is needed.
std_hospital_medication_administration_detail,medication,detail_text,detail_row,class4_treatment_device_io_event_stream,not_supported_or_blocked,hospital_level_surface_absent,False,18,drugitems:1;listitems:17,9_not_in_ready_batch,Amsterdam opening source is ICU/MCU centered and does not expose the required MIMIC-like hospital workflow surface.
std_hospital_medication_administration_event,medication,mixed_text_and_metadata,event-level measurement,class4_treatment_device_io_event_stream,not_supported_or_blocked,hospital_level_surface_absent,False,26,drugitems:4;listitems:17;numericitems:5,9_not_in_ready_batch,Amsterdam opening source is ICU/MCU centered and does not expose the required MIMIC-like hospital workflow surface.
std_hospital_medication_order_intent,medication,mixed_text_numeric_and_metadata,event-level measurement,class7_diagnosis_admin_demographic_id_map,not_supported_or_blocked,hospital_level_surface_absent,False,5,drugitems:1;numericitems:4,9_not_in_ready_batch,Amsterdam opening source is ICU/MCU centered and does not expose the required MIMIC-like hospital workflow surface.
std_hospital_medication_order_workflow,medication,mixed_text_numeric_and_metadata,event-level measurement,class7_diagnosis_admin_demographic_id_map,not_supported_or_blocked,hospital_level_surface_absent,False,5,drugitems:1;numericitems:4,9_not_in_ready_batch,Amsterdam opening source is ICU/MCU centered and does not expose the required MIMIC-like hospital workflow surface.
std_hospital_mortality,outcomes,binary outcome,encounter,class2_baseline_summary_window_numeric,split_identity_needed,hospital_vs_icu_followup_boundary,False,0,,9_not_in_ready_batch,Amsterdam can support ICU/local-admission outcome variants only after a separate follow-up or mortality bridge.
std_hospital_provider_order_detail_field,orders,detail_text,detail_row,class7_diagnosis_admin_demographic_id_map,not_supported_or_blocked,hospital_level_surface_absent,False,4,numericitems:4,9_not_in_ready_batch,Amsterdam opening source is ICU/MCU centered and does not expose the required MIMIC-like hospital workflow surface.
std_hospital_provider_order_event,orders,mixed_text_and_metadata,event-level measurement,class7_diagnosis_admin_demographic_id_map,not_supported_or_blocked,hospital_level_surface_absent,False,12,drugitems:3;numericitems:9,9_not_in_ready_batch,Amsterdam opening source is ICU/MCU centered and does not expose the required MIMIC-like hospital workflow surface.
std_hospital_readmission_30d,outcomes,binary outcome,encounter,class2_baseline_summary_window_numeric,split_identity_needed,hospital_vs_icu_followup_boundary,False,0,,9_not_in_ready_batch,Amsterdam can support ICU/local-admission outcome variants only after a separate follow-up or mortality bridge.
std_hyaline_casts_urine,laboratory,numeric measurement,event-level measurement,class6_ordinal_text_semiquantitative_result,bounded_candidate_only,ordinal_source_hit_needs_domain_review,False,1,freetextitems:1,9_not_in_ready_batch,"Amsterdam list/freetext/numeric evidence exists, but the result domain must be locked before approval."
std_iabp_active,treatment_state,state_episode,icu_stay_episode,class3_binary_state_episode,bounded_candidate_only,state_source_review_needed,False,30,drugitems:3;listitems:14;numericitems:6;procedureorderitems:5;processitems:2,9_not_in_ready_batch,"Amsterdam processitems/listitems/drugitems may support this state, but item/state boundaries need a focused source audit."
std_icu_admission_28d_advanced_respiratory_support_free_days,outcomes,count_outcome,ICU stay,class5_episode_interval_bridge,bounded_candidate_only,followup_bridge_needed,False,99,listitems:83;numericitems:16,9_not_in_ready_batch,"Amsterdam date-of-death and local admission timing can support bounded review, but follow-up/free-day semantics need a bridge first."
std_icu_admission_28d_any_respiratory_support_free_days,outcomes,count_outcome,ICU stay,class5_episode_interval_bridge,bounded_candidate_only,followup_bridge_needed,False,99,listitems:83;numericitems:16,9_not_in_ready_batch,"Amsterdam date-of-death and local admission timing can support bounded review, but follow-up/free-day semantics need a bridge first."
std_icu_admission_28d_crrt_family_free_days,outcomes,count_outcome,ICU stay,class5_episode_interval_bridge,bounded_candidate_only,followup_bridge_needed,False,38,listitems:9;numericitems:29,9_not_in_ready_batch,"Amsterdam date-of-death and local admission timing can support bounded review, but follow-up/free-day semantics need a bridge first."
std_icu_admission_28d_followup_bridge,outcomes,followup_bridge,ICU stay,class5_episode_interval_bridge,bounded_candidate_only,followup_bridge_needed,False,0,,9_not_in_ready_batch,"Amsterdam date-of-death and local admission timing can support bounded review, but follow-up/free-day semantics need a bridge first."
std_icu_admission_28d_imv_free_days,outcomes,count_outcome,ICU stay,class5_episode_interval_bridge,bounded_candidate_only,followup_bridge_needed,False,0,,9_not_in_ready_batch,"Amsterdam date-of-death and local admission timing can support bounded review, but follow-up/free-day semantics need a bridge first."
std_icu_admission_28d_mortality,outcomes,binary outcome,ICU stay,class5_episode_interval_bridge,bounded_candidate_only,followup_bridge_needed,False,0,,9_not_in_ready_batch,"Amsterdam date-of-death and local admission timing can support bounded review, but follow-up/free-day semantics need a bridge first."
std_icu_admission_28d_non_crrt_rrt_free_days,outcomes,count_outcome,ICU stay,class5_episode_interval_bridge,bounded_candidate_only,followup_bridge_needed,False,38,listitems:9;numericitems:29,9_not_in_ready_batch,"Amsterdam date-of-death and local admission timing can support bounded review, but follow-up/free-day semantics need a bridge first."
std_icu_admission_28d_rrt_free_days,outcomes,count_outcome,ICU stay,class5_episode_interval_bridge,bounded_candidate_only,followup_bridge_needed,False,0,,9_not_in_ready_batch,"Amsterdam date-of-death and local admission timing can support bounded review, but follow-up/free-day semantics need a bridge first."
std_icu_admission_28d_vasopressor_free_days,outcomes,count_outcome,ICU stay,class5_episode_interval_bridge,bounded_candidate_only,followup_bridge_needed,False,3,listitems:3,9_not_in_ready_batch,"Amsterdam date-of-death and local admission timing can support bounded review, but follow-up/free-day semantics need a bridge first."
std_icu_admission_30d_mortality,outcomes,binary outcome,ICU stay,class5_episode_interval_bridge,bounded_candidate_only,followup_bridge_needed,False,0,,9_not_in_ready_batch,"Amsterdam date-of-death and local admission timing can support bounded review, but follow-up/free-day semantics need a bridge first."
std_icu_admission_365d_mortality,outcomes,binary outcome,ICU stay,class5_episode_interval_bridge,bounded_candidate_only,followup_bridge_needed,False,0,,9_not_in_ready_batch,"Amsterdam date-of-death and local admission timing can support bounded review, but follow-up/free-day semantics need a bridge first."
std_icu_admission_90d_mortality,outcomes,binary outcome,ICU stay,class5_episode_interval_bridge,bounded_candidate_only,followup_bridge_needed,False,0,,9_not_in_ready_batch,"Amsterdam date-of-death and local admission timing can support bounded review, but follow-up/free-day semantics need a bridge first."
std_icu_cam_icu_component_event,scores,assessment_event,icu_component_assessment_event,class8_score_phenotype_composite_derived,bounded_candidate_only,score_or_phenotype_component_review_needed,False,8,drugitems:3;numericitems:5,9_not_in_ready_batch,"Amsterdam may support score/phenotype construction, but component trace and timing rules must be governed."
std_icu_delirium_assessment_event,scores,assessment_event,icu_assessment_event,class8_score_phenotype_composite_derived,bounded_candidate_only,score_or_phenotype_component_review_needed,False,8,drugitems:3;numericitems:5,9_not_in_ready_batch,"Amsterdam may support score/phenotype construction, but component trace and timing rules must be governed."
std_icu_delirium_assessment_same_time_summary,scores,assessment_event_summary,icu_assessment_time_bundle,class8_score_phenotype_composite_derived,bounded_candidate_only,score_or_phenotype_component_review_needed,False,9,freetextitems:1;numericitems:7;procedureorderitems:1,9_not_in_ready_batch,"Amsterdam may support score/phenotype construction, but component trace and timing rules must be governed."
std_icu_delirium_treatment_medication_input_evidence,medication,treatment_evidence_event,icu_input_event,class4_treatment_device_io_event_stream,bounded_candidate_only,event_stream_source_review_needed,False,1,drugitems:1,9_not_in_ready_batch,"Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review."
std_icu_dobutamine_infusion_event,medication,mixed_numeric_and_metadata,event-level measurement,class4_treatment_device_io_event_stream,bounded_candidate_only,event_stream_source_review_needed,False,14,drugitems:9;numericitems:5,9_not_in_ready_batch,"Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review."
std_icu_dopamine_infusion_event,medication,mixed_numeric_and_metadata,event-level measurement,class4_treatment_device_io_event_stream,bounded_candidate_only,event_stream_source_review_needed,False,15,drugitems:9;numericitems:6,9_not_in_ready_batch,"Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review."
std_icu_ecmo_anticoagulant_medication_input_evidence,medication,treatment_evidence_event,icu_input_event_x_ecmo_episode_overlap,class4_treatment_device_io_event_stream,bounded_candidate_only,event_stream_source_review_needed,False,19,drugitems:1;listitems:1;numericitems:12;procedureorderitems:2;processitems:3,9_not_in_ready_batch,"Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review."
std_icu_entry_source,encounter_information,categorical text,ICU stay,class7_diagnosis_admin_demographic_id_map,same_name_ready,admissions_core_admin_field_ready,False,8,freetextitems:1;listitems:5;numericitems:2,3_ready_after_current_batch,Amsterdam admissions_core has local origin/destination/discharge context for governed review.
std_icu_epinephrine_infusion_event,medication,mixed_numeric_and_metadata,event-level measurement,class4_treatment_device_io_event_stream,bounded_candidate_only,event_stream_source_review_needed,False,17,drugitems:12;numericitems:5,9_not_in_ready_batch,"Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review."
